userId,id,title,description,image,updated_at,created_at,type,status,interest_count
7PKjBrr7QTZxOtwLEiKRn4ApW3u1,2SDXH6RKrvQAgzrsrlHl,Televisi Hisense 50 Inch,"Hemat energi, desain elegan dan modern. Dicari komputer.",https://storage.googleapis.com/barterbuddy.appspot.com/7PKjBrr7QTZxOtwLEiKRn4ApW3u1/posts/2SDXH6RKrvQAgzrsrlHl-1718186344337-televisi38.jpg,2024-06-12T09:59:04+00:00,2024-06-12T09:59:04+00:00,Barang,Tersedia,1
gulCrNa2zsfge0zOmswbVeNc13j2,2X7l3Uc8EmgtE0BP1zeX,Lemari Sepatu Bekas dengan Banyak Kompartemen,"Lemari sepatu bekas dengan banyak kompartemen, menjaga koleksi sepatu Anda tetap terorganisir. Ingin ditukar dengan setrika listrik.",https://storage.googleapis.com/barterbuddy.appspot.com/gulCrNa2zsfge0zOmswbVeNc13j2/posts/2X7l3Uc8EmgtE0BP1zeX-1718186295646-lemari16.jpg,2024-06-12T09:58:15+00:00,2024-06-12T09:58:15+00:00,Barang,Tersedia,1
aRFGhtGRnGbeHZ9uNhFhqr6F9Rh2,2aJZQvpEfD7J59IzLvSh,Kursi Lipat Minimalis,"Ukuran compact, sangat praktis untuk kebutuhan sehari-hari. Ingin menukar dengan peralatan olahraga atau barang elektronik.",https://storage.googleapis.com/barterbuddy.appspot.com/aRFGhtGRnGbeHZ9uNhFhqr6F9Rh2/posts/2aJZQvpEfD7J59IzLvSh-1718186283725-kursi22.jpg,2024-06-12T09:58:03+00:00,2024-06-12T09:58:03+00:00,Barang,Tersedia,1
GwO60MARlLdmWglh0W3eUOZequ53,2bRjDa2lWsZ4Jm3VN6H5,Rak Sepatu Besi Wrought Iron,Rak sepatu besi dengan desain wrought iron yang elegan. Kondisi masih prima. Saya berencana menukarnya dengan kursi lipat outdoor atau peralatan barbekyu.,https://storage.googleapis.com/barterbuddy.appspot.com/GwO60MARlLdmWglh0W3eUOZequ53/posts/2bRjDa2lWsZ4Jm3VN6H5-1718186232715-rak_sepatu2.jpeg,2024-06-12T09:57:12+00:00,2024-06-12T09:57:12+00:00,Barang,Tersedia,1
8QTeZAB6emPkO7dg8F27hif8d8w2,2f7r2NJd7vjhVQcknZCU,Novel Sabtu Bersama Bapak â€“ Adhitya Mulya,"Novel bekas dengan kondisi bagus, halaman-halaman masih segar. Ingin ditukar dengan buku resep masakan.",https://storage.googleapis.com/barterbuddy.appspot.com/8QTeZAB6emPkO7dg8F27hif8d8w2/posts/2f7r2NJd7vjhVQcknZCU-1718186347434-buku2.jpg,2024-06-12T09:59:07+00:00,2024-06-12T09:59:07+00:00,Barang,Tersedia,1
lV03Y0KVVnhyfH0dp2eqlfLDEuk1,2um8LJJFxka5BlyZyG3D,Les Privat Bahasa Inggris \nAnak,Program khusus untuk anak-anak agar belajar bahasa Inggris dengan \ncara yang menyenangkan.,https://storage.googleapis.com/barterbuddy.appspot.com/lV03Y0KVVnhyfH0dp2eqlfLDEuk1/posts/2um8LJJFxka5BlyZyG3D-1718186303182-les_bahasa_inggris8.jpg,2024-06-12T09:58:23+00:00,2024-06-12T09:58:23+00:00,Jasa,Tersedia,1
PGTRGlZE29YFGnAyEx38sKEtu7s2,2uuF65ai3G8exGo7j2k9,Jam Tangan Timex Expedition,"Ringan dan nyaman digunakan, kondisi bekas. Mencari tukar dengan gadget atau barang elektronik.",https://storage.googleapis.com/barterbuddy.appspot.com/PGTRGlZE29YFGnAyEx38sKEtu7s2/posts/2uuF65ai3G8exGo7j2k9-1718186262107-jam_tangan14.jpg,2024-06-12T09:57:42+00:00,2024-06-12T09:57:42+00:00,Barang,Tersedia,1
nfEWvWESVvPHzhCNRUXNQePKE373,2zDrkDZjgXu264g6dAgY,Meja Ruang Tamu Kaca,"Meja ruang tamu dengan top kaca tebal, masih terawat dengan baik. Saya ingin menukarnya dengan sofa atau kursi santai.",https://storage.googleapis.com/barterbuddy.appspot.com/nfEWvWESVvPHzhCNRUXNQePKE373/posts/2zDrkDZjgXu264g6dAgY-1718186308416-meja11.jpg,2024-06-12T09:58:28+00:00,2024-06-12T09:58:28+00:00,Barang,Tersedia,1
l4BjKzOirvVA8viBLm1qqAUff992,32sVMbIqPGnSBVi5latu,Persiapan TOEFL dan IELTS,Persiapkan diri Anda menghadapi ujian TOEFL dan IELTS dengan \nstrategi yang tepat.,https://storage.googleapis.com/barterbuddy.appspot.com/l4BjKzOirvVA8viBLm1qqAUff992/posts/32sVMbIqPGnSBVi5latu-1718186302333-les_bahasa_inggris6.jpg,2024-06-12T09:58:22+00:00,2024-06-12T09:58:22+00:00,Jasa,Tersedia,1
hqISwQ4sbQVeNlAC0Etyy4q0Mk92,3509ibEn2meXlycZoxvk,Lemari Gantung Bekas dengan Banyak Rak Terbuka,"Lemari gantung bekas dengan banyak rak terbuka, ideal untuk menyimpan barang-barang dekoratif atau buku.",https://storage.googleapis.com/barterbuddy.appspot.com/hqISwQ4sbQVeNlAC0Etyy4q0Mk92/posts/3509ibEn2meXlycZoxvk-1718186297481-lemari20.jpg,2024-06-12T09:58:17+00:00,2024-06-12T09:58:17+00:00,Barang,Tersedia,1
ISXUmXAp9zLV9G7H3hu93w1z0dF3,35Roo7nmE0aUI8NFoxrH,Lukisan Ombak yang Menentramkan,Lukisan ini memvisualisasikan kekuatan ombak yang menenangkan. Kondisinya masih prima. Saya akan menukarnya dengan peralatan berkemah yang berkualitas.\n,https://storage.googleapis.com/barterbuddy.appspot.com/ISXUmXAp9zLV9G7H3hu93w1z0dF3/posts/35Roo7nmE0aUI8NFoxrH-1718186237206-lukisan4.jpg,2024-06-12T09:57:17+00:00,2024-06-12T09:57:17+00:00,Barang,Tersedia,1
7SaaogPyzuXA2HvRhY4BV1hjL8z1,3KwSMXHmwmwbhXspkIA2,Lemari Pakaian,Lemari pakaian dengan laci dan rak yang luas. Terbuat dari bahan berkualitas tinggi.,https://storage.googleapis.com/barterbuddy.appspot.com/7SaaogPyzuXA2HvRhY4BV1hjL8z1/posts/3KwSMXHmwmwbhXspkIA2-1718186204488-lemari3.jpg,2024-06-12T09:56:44+00:00,2024-06-12T09:56:44+00:00,Barang,Tersedia,1
8mlFfV6wptexcYejr4zzZF4FMWc2,3i5srbuwiCDsTfVz3MPW,Jasa Pembelajaran Gitar,Berpengalaman lebih dari 5 tahun.,https://storage.googleapis.com/barterbuddy.appspot.com/8mlFfV6wptexcYejr4zzZF4FMWc2/posts/3i5srbuwiCDsTfVz3MPW-1718186209672-pelajaran_gitar2.jpg,2024-06-12T09:56:49+00:00,2024-06-12T09:56:49+00:00,Jasa,Tersedia,1
NOygguN6yabvu3DtqM6NmYCp9IH2,3qYpFIhsBpnEju4gMLyR,Smartphone Huawei Mate 20,"Smartphone dengan banyak fitur, kondisi bekas. Bisa ditukar dengan tablet atau perangkat rumah tangga.",https://storage.googleapis.com/barterbuddy.appspot.com/NOygguN6yabvu3DtqM6NmYCp9IH2/posts/3qYpFIhsBpnEju4gMLyR-1718186255892-smartphone29.jpg,2024-06-12T09:57:35+00:00,2024-06-12T09:57:35+00:00,Barang,Tersedia,1
dWhCC9WDSmXFSShLJVj343JluIZ2,40EZDWyhOJzTzZClwQRG,Acer Swift 3,"Kondisi baik, ringan untuk dibawa kemana-mana, performa oke. Ingin ditukar dengan smartphone Samsung Galaxy S21.",https://storage.googleapis.com/barterbuddy.appspot.com/dWhCC9WDSmXFSShLJVj343JluIZ2/posts/40EZDWyhOJzTzZClwQRG-1718186287346-laptop11.jpg,2024-06-12T09:58:07+00:00,2024-06-12T09:58:07+00:00,Barang,Tersedia,1
BGxLYm1sgfgEFNfI9FM0QsMlVXc2,469p5idpqNEOw40bg2aQ,Sepatu Olahraga Reebok Nano X,"Reebok Nano X, cocok untuk latihan crossfit, jarang dipakai, ingin ditukar dengan jam tangan sporty.",https://storage.googleapis.com/barterbuddy.appspot.com/BGxLYm1sgfgEFNfI9FM0QsMlVXc2/posts/469p5idpqNEOw40bg2aQ-1718186355062-sepatu4.jpg,2024-06-12T09:59:15+00:00,2024-06-12T09:59:15+00:00,Barang,Tersedia,1
HHLowqXNODV3AYCJsKkQ96mw1Ll2,4ESgZ3lqgU867iZNb1Vh,Kacamata Persol Vintage,"Kacamata Persol vintage dengan desain klasik yang timeless. Kondisi masih sangat baik, cocok untuk kolektor atau pecinta fashion retro. Saya ingin menukarnya dengan kemeja batik asli.",https://storage.googleapis.com/barterbuddy.appspot.com/HHLowqXNODV3AYCJsKkQ96mw1Ll2/posts/4ESgZ3lqgU867iZNb1Vh-1718186365320-kacamata4.jpg,2024-06-12T09:59:25+00:00,2024-06-12T09:59:25+00:00,Barang,Tersedia,1
PMdx99Pq3vTcsCAa7uvoZwU6oFP2,561PnyEneU64eZFdEnbe,Jam Tangan Apple Watch Series 6,"Bekas, kondisi masih sangat bagus. Dapat ditukar dengan perangkat audio atau gadget.",https://storage.googleapis.com/barterbuddy.appspot.com/PMdx99Pq3vTcsCAa7uvoZwU6oFP2/posts/561PnyEneU64eZFdEnbe-1718186262549-jam_tangan15.jpg,2024-06-12T09:57:42+00:00,2024-06-12T09:57:42+00:00,Barang,Tersedia,1
9QkheIOiRyMAqN4JI1IVLaeyr0g1,5UDLLGttcdYvBXGMUeql,Novel Filosofi Teras,Satu novel bekas yang belum pernah dibaca. Saya tertarik untuk ditukar dengan produk perawatan kulit organik.,https://storage.googleapis.com/barterbuddy.appspot.com/9QkheIOiRyMAqN4JI1IVLaeyr0g1/posts/5UDLLGttcdYvBXGMUeql-1718186349935-buku5.jpg,2024-06-12T09:59:10+00:00,2024-06-12T09:59:10+00:00,Barang,Tersedia,1
f5BeKCIotuQXTreDgY5FVU5HlCT2,5UUwJxWM7RFH0GfWWuom,Lemari Dapur Bekas dengan Banyak Rak,"Lemari dapur dari aluminium, rak dalamnya masih kuat. Ingin ditukar dengan blender.",https://storage.googleapis.com/barterbuddy.appspot.com/f5BeKCIotuQXTreDgY5FVU5HlCT2/posts/5UUwJxWM7RFH0GfWWuom-1718186291888-lemari9.jpg,2024-06-12T09:58:11+00:00,2024-06-12T09:58:11+00:00,Barang,Tersedia,1
D4oJi3J3fhZ5u90eKOqn7lzlr242,63a7RTMFSBcsD7CZ7kaW,Tas Ransel Dell untuk Laptop,"Tas ransel untuk laptop merek Dell, warna biru, masih dalam kondisi baik tanpa cacat. Ingin ditukar dengan kamera digital atau speaker bluetooth.",https://storage.googleapis.com/barterbuddy.appspot.com/D4oJi3J3fhZ5u90eKOqn7lzlr242/posts/63a7RTMFSBcsD7CZ7kaW-1718186359677-tas_laptop3.jpeg,2024-06-12T09:59:19+00:00,2024-06-12T09:59:19+00:00,Barang,Tersedia,1
qXGI6KqjEuaC50k7LbPVPEYa0Sa2,64WGQJjgmSvzd8txiMbc,Rak Buku Plastik Napolly,"Lemari plastik bekas, kondisi masih cukup baik. Ingin menukar dengan peralatan dapur atau rak buku.",https://storage.googleapis.com/barterbuddy.appspot.com/qXGI6KqjEuaC50k7LbPVPEYa0Sa2/posts/64WGQJjgmSvzd8txiMbc-1718186315925-rak_buku16.jpg,2024-06-12T09:58:36+00:00,2024-06-12T09:58:36+00:00,Barang,Tersedia,1
GwO60MARlLdmWglh0W3eUOZequ53,68z5LE9PbSfgA1uCl87T,Kacamata Retro Clubmaster,Kacamata retro model Clubmaster dengan frame yang kokoh. Sudah digunakan dengan baik dan masih dalam kondisi prima. Saya tertarik untuk menukarkannya dengan jaket denim yang modis.,https://storage.googleapis.com/barterbuddy.appspot.com/GwO60MARlLdmWglh0W3eUOZequ53/posts/68z5LE9PbSfgA1uCl87T-1718186364622-kacamata2.jpg,2024-06-12T09:59:24+00:00,2024-06-12T09:59:24+00:00,Barang,Tersedia,1
BGxLYm1sgfgEFNfI9FM0QsMlVXc2,6ByHpVspdXX5q7iZfvkY,Smartphone Apple iPhone SE,"Ukuran compact, sangat praktis untuk kebutuhan sehari-hari. Ingin menukar dengan tablet atau perangkat audio.",https://storage.googleapis.com/barterbuddy.appspot.com/BGxLYm1sgfgEFNfI9FM0QsMlVXc2/posts/6ByHpVspdXX5q7iZfvkY-1718186217654-smartphone4.jpg,2024-06-12T09:56:57+00:00,2024-06-12T09:56:57+00:00,Barang,Tersedia,1
NJqhRIULZOd7IL5rmNAxD89wCfo1,6EpTTsbhuJhjpSTDgJSg,Smartphone Vivo Y20s,"Smartphone bekas, kondisi masih bagus. Ingin menukar dengan peralatan olahraga atau perangkat rumah tangga.",https://storage.googleapis.com/barterbuddy.appspot.com/NJqhRIULZOd7IL5rmNAxD89wCfo1/posts/6EpTTsbhuJhjpSTDgJSg-1718186255234-smartphone27.jpg,2024-06-12T09:57:35+00:00,2024-06-12T09:57:35+00:00,Barang,Tersedia,1
89l6SaiEJlNV3lmTfbaj9uq6sXi1,6PL2VbKreQjc2omIw5MS,Pengajar Matematika Berpengalaman,Pengajar matematika berpengalaman dengan latar belakang pendidikan yang kuat. Menyajikan materi dengan cara yang menarik dan interaktif untuk meningkatkan minat belajar.,https://storage.googleapis.com/barterbuddy.appspot.com/89l6SaiEJlNV3lmTfbaj9uq6sXi1/posts/6PL2VbKreQjc2omIw5MS-1718186207867-les_matematika2.jpg,2024-06-12T09:56:47+00:00,2024-06-12T09:56:47+00:00,Jasa,Tersedia,1
MuQrr94k9iRvAr4X1zBFvizANQy2,6Pun5eaD8stSzADWC90N,Smartphone LG Wing,"Smartphone lama, namun masih berfungsi dengan baik. Dapat ditukar dengan barang antik lainnya atau kamera.",https://storage.googleapis.com/barterbuddy.appspot.com/MuQrr94k9iRvAr4X1zBFvizANQy2/posts/6Pun5eaD8stSzADWC90N-1718186253366-smartphone22.jpg,2024-06-12T09:57:33+00:00,2024-06-12T09:57:33+00:00,Barang,Tersedia,1
vYukjeOmeRRFcGdWkHTcGe578YE3,6TntLEgMWc3t4WzvnfJG,Sepeda Balap Wimcycle Roadmaster,"Desain aerodinamis, kondisi bekas namun masih baik. Bisa ditukar dengan peralatan olahraga lain atau gadget.",https://storage.googleapis.com/barterbuddy.appspot.com/vYukjeOmeRRFcGdWkHTcGe578YE3/posts/6TntLEgMWc3t4WzvnfJG-1718186325873-sepeda15.jpg,2024-06-12T09:58:45+00:00,2024-06-12T09:58:45+00:00,Barang,Tersedia,1
lrP9K4uPQedtTZxg7KNA0BEuTLg1,6ivhCw6vGKSXPx2s4aup,Meja Makan Marmer,"Meja makan dengan top marmer, kondisi masih mulus tanpa goresan. Saya mencari pertukaran dengan lemari penyimpanan atau kursi makan.",https://storage.googleapis.com/barterbuddy.appspot.com/lrP9K4uPQedtTZxg7KNA0BEuTLg1/posts/6ivhCw6vGKSXPx2s4aup-1718186305279-meja3.jpg,2024-06-12T09:58:25+00:00,2024-06-12T09:58:25+00:00,Barang,Tersedia,1
9oaDnUw1UOYYyERb1aIEIonSMLA2,6kL8MW8BW7BhfRN6Fv1L,Novel Konspirasi Alam Semesta,Novel bekas dengan tanda penggunaan minimal. Saya tertarik untuk ditukar dengan kursus online yang menarik.,https://storage.googleapis.com/barterbuddy.appspot.com/9oaDnUw1UOYYyERb1aIEIonSMLA2/posts/6kL8MW8BW7BhfRN6Fv1L-1718186351012-buku7.jpg,2024-06-12T09:59:11+00:00,2024-06-12T09:59:11+00:00,Barang,Tersedia,1
HgmD0bP1W1YpSZua7J049kZCNel1,6w3jyTgN2YmDH2qMGREM,Syal Boho Chic,"Syal gaya Boho, seperti baru, ingin ditukar dengan barang-barang dekorasi rumah atau tanaman hias.",https://storage.googleapis.com/barterbuddy.appspot.com/HgmD0bP1W1YpSZua7J049kZCNel1/posts/6w3jyTgN2YmDH2qMGREM-1718186570165-syal3.jpg,2024-06-12T10:02:50+00:00,2024-06-12T10:02:50+00:00,Barang,Tersedia,1
iDpejGrND1dDEtfYntEwzOICeT12,78gNzchHHHokWXaZI8y0,Lemari Laci Bekas Kayu Solid,"Lemari laci bekas dari kayu solid, kuat dan tahan lama, cocok untuk menyimpan pakaian atau dokumen.",https://storage.googleapis.com/barterbuddy.appspot.com/iDpejGrND1dDEtfYntEwzOICeT12/posts/78gNzchHHHokWXaZI8y0-1718186297971-lemari21.jpg,2024-06-12T09:58:18+00:00,2024-06-12T09:58:18+00:00,Barang,Tersedia,1
0KX5pZM33cMkDCw2tIxPWk8Cram1,79hicPAJdnKHvzWYKMCv,Jam tangan Saphire Submariner,"Jam tangan Saphire Submariner bekas, tahan air hingga 300 meter. Kondisi baik dengan sedikit goresan pada bezel.",https://storage.googleapis.com/barterbuddy.appspot.com/0KX5pZM33cMkDCw2tIxPWk8Cram1/posts/79hicPAJdnKHvzWYKMCv-1718185984379-jam_tangan1.jpg,2024-06-12T09:53:04+00:00,2024-06-12T09:53:04+00:00,Barang,Tersedia,7
HHLowqXNODV3AYCJsKkQ96mw1Ll2,7KeVSah7xv88ynURQRpb,Helm AGV Pista GP RR Project 46,"Helm AGV Pista GP RR Project 46, kondisi sangat baik, jarang dipakai. Ingin ditukar dengan sepatu riding yang sesuai ukuran 42.",https://storage.googleapis.com/barterbuddy.appspot.com/HHLowqXNODV3AYCJsKkQ96mw1Ll2/posts/7KeVSah7xv88ynURQRpb-1718186233524-helm2.jpeg,2024-06-12T09:57:13+00:00,2024-06-12T09:57:13+00:00,Barang,Tersedia,1
p6icbXyxBjartnTGUMLouzjqimR2,7ZsQKM6I8F30Ug1k23pw,Rak Buku IKEA BILLY,"Bekas, kondisi masih bagus, beberapa bagian berdebu. Ingin menukar dengan rak buku lain atau meja belajar.",https://storage.googleapis.com/barterbuddy.appspot.com/p6icbXyxBjartnTGUMLouzjqimR2/posts/7ZsQKM6I8F30Ug1k23pw-1718186311478-rak_buku4.jpg,2024-06-12T09:58:31+00:00,2024-06-12T09:58:31+00:00,Barang,Tersedia,1
fRCTDV0uOlQcP2zzwnwPmDwJsh13,7rcrcTfcdUfOLAZxGJHN,Lemari Plastik Bekas dengan 4 Laci,"Lemari plastik bekas dengan 4 laci, ringan dan mudah dipindahkan, cocok untuk menyimpan berbagai barang. Ingin ditukar dengan rak sepatu.",https://storage.googleapis.com/barterbuddy.appspot.com/fRCTDV0uOlQcP2zzwnwPmDwJsh13/posts/7rcrcTfcdUfOLAZxGJHN-1718186293429-lemari12.jpg,2024-06-12T09:58:13+00:00,2024-06-12T09:58:13+00:00,Barang,Tersedia,1
vIAtepbhDZSyfbNLHGLGIxqPllf2,82sdHBNWhY5RxzOzgAH0,Sepeda Gunung United Avalanche,"Kondisi bekas, namun masih berfungsi dengan baik. Mencari tukar dengan peralatan olahraga lain atau furniture kecil.",https://storage.googleapis.com/barterbuddy.appspot.com/vIAtepbhDZSyfbNLHGLGIxqPllf2/posts/82sdHBNWhY5RxzOzgAH0-1718186325489-sepeda14.jpg,2024-06-12T09:58:45+00:00,2024-06-12T09:58:45+00:00,Barang,Tersedia,1
aC1bo18c4IYi6aeIvxLUOXzwgcM2,8ALA3l4TVBCz5N92rjKG,Kursi Santai IKEA POÃ„NG,"Kondisi mulus, semua fungsi bekerja dengan baik. Mencari tukar dengan sofa atau furniture lain.",https://storage.googleapis.com/barterbuddy.appspot.com/aC1bo18c4IYi6aeIvxLUOXzwgcM2/posts/8ALA3l4TVBCz5N92rjKG-1718186283017-kursi20.jpg,2024-06-12T09:58:03+00:00,2024-06-12T09:58:03+00:00,Barang,Tersedia,1
HNr7zMc8dxSerzZIfnnioraWLO23,8FJ1UB17FtaM9jxYzYD1,Mouse Logitech Bekas,"Mouse Logitech bekas dengan kondisi baik, tetapi tombol kanan agak longgar. Saya ingin menukar dengan headset gaming atau keyboard mekanik dalam kondisi baik.",https://storage.googleapis.com/barterbuddy.appspot.com/HNr7zMc8dxSerzZIfnnioraWLO23/posts/8FJ1UB17FtaM9jxYzYD1-1718186234059-mouse1.jpg,2024-06-12T09:57:14+00:00,2024-06-12T09:57:14+00:00,Barang,Tersedia,1
