id,user_id,search
214,293,Meja
215,138,Jasa Fotografi
216,171,Jasa Pindahan
217,98,Lemari
218,276,Jasa Fotografi
219,79,Lemari
220,134,Rak Buku
221,99,Jasa Pindahan
222,4,Sepeda
223,45,Smartphone
224,14,Rak Buku
225,37,Laptop
226,29,Meja
227,176,Smartphone
228,88,Smartphone
229,225,Kursi
230,196,Pelajaran Gitar
231,104,Rak Buku
232,195,Jam Tangan
233,225,Rak Buku
234,182,Smartphone
235,24,Jasa Cuci Mobil
236,238,Televisi
237,239,Lemari
238,257,Lemari
239,222,Rak Buku
240,46,Smartphone
241,58,Sepeda
242,29,Laptop
243,276,Kamera
244,117,Jam Tangan
245,200,Sepeda
246,110,Lemari
247,73,Pelajaran Gitar
248,14,Kursi
249,19,Sepeda
250,242,Jasa Kebersihan
251,100,Rak Buku
252,66,Jasa Tukang Kebun
253,74,Smartphone
254,211,Rak Buku
255,122,Smartphone
256,156,Laptop
257,49,Jasa Kebersihan
258,117,Smartphone
259,191,Televisi
260,102,Jasa Perawatan Hewan
261,223,Lemari
262,22,Televisi
263,179,Smartphone
264,27,Meja
265,98,Jasa Cuci Mobil
266,99,Laptop
267,77,Laptop
268,181,Lemari
269,118,Les Bahasa Inggris
270,195,Smartphone
271,109,Jam Tangan
272,97,Rak Buku
273,75,Televisi
274,47,Kamera
275,207,Kursi
276,147,Jam Tangan
277,67,Lemari
278,54,Laptop
279,158,Jam Tangan
280,201,Kursi
281,195,Televisi
282,300,Kursi
283,92,Lemari
284,17,Laptop
285,207,Jam Tangan
286,222,Jam Tangan
287,115,Rak Buku
288,134,Kursi
289,223,Jasa Cuci Mobil
290,66,Pelajaran Gitar
291,212,Les Bahasa Inggris
292,159,Jasa Fotografi
293,121,Smartphone
294,208,Kamera
295,28,Kursi
296,18,Sepeda
297,137,Kamera
298,85,Jasa Cuci Mobil
299,262,Lemari
300,27,Kursi
